82.0,17.1559,0.9037
83.0,16.2516,0.8846
84.0,16.2202,0.9389
85.0,15.8146,0.8959
86.0,16.0626,0.9879
87.0,16.0468,0.9794
88.0,16.4549,0.9418
89.0,16.1807,0.8731
90.0,16.0344,0.9232
91.0,16.1782,0.952
92.0,16.0745,1.0114
93.0,15.7284,0.9105
94.0,16.4407,0.901
95.0,16.2854,0.9614
96.0,16.3091,0.9197
97.0,16.095,0.9227
98.0,16.1794,0.9137
99.0,16.5075,1.0075
100.0,15.6605,0.9841
101.0,16.2018,0.9284
102.0,15.773,0.9055
103.0,16.5134,0.9431
104.0,16.5101,0.9737
105.0,16.5929,0.9457
106.0,16.5493,0.8983
107.0,16.3314,0.811
108.0,16.5548,0.842
109.0,16.5615,0.8521
110.0,16.3217,0.8974
111.0,16.1615,0.8705
112.0,16.0437,0.883
113.0,16.6143,0.9009
114.0,16.3841,0.9056
115.0,16.5172,0.9611
116.0,16.057,0.9616
117.0,16.374,0.9898
118.0,16.1112,0.9437
119.0,16.4597,0.98
120.0,16.2248,0.8703
121.0,16.1351,0.9224
122.0,16.3092,0.8708
123.0,16.073,0.9103
124.0,15.9223,0.8819
125.0,15.9633,0.9928
126.0,15.793,0.9325
127.0,15.9249,0.9403
128.0,16.2799,0.9342
129.0,16.272,1.0265
130.0,16.2955,1.0137
131.0,16.4195,1.0227
132.0,16.1553,1.0648
133.0,16.2208,1.0311
134.0,16.3707,1.0974
135.0,16.2124,1.0346
136.0,16.2697,1.0117
137.0,15.5927,0.9897
138.0,16.5438,0.9824
139.0,16.2437,0.9673
140.0,16.5447,0.9317
141.0,16.548,1.0164
142.0,16.5412,1.0095
143.0,16.7547,0.9455
144.0,16.4013,0.9391
145.0,16.4085,0.9781
146.0,16.3436,0.9333
147.0,16.4659,0.9187
148.0,16.4145,0.9565
149.0,16.7758,0.917
150.0,16.5628,0.9311
151.0,16.4667,0.9266
152.0,16.6581,0.9789
153.0,16.1341,0.9591
154.0,16.5738,0.9501
155.0,16.7725,0.9817
156.0,16.752,0.9808
157.0,16.772,0.9469
158.0,16.5189,0.9882
159.0,16.9256,0.967
160.0,16.6342,1.0147
161.0,16.1025,1.0796
162.0,16.0339,0.9917
163.0,16.4358,0.9295
164.0,16.5323,0.884
165.0,16.4382,0.9669
166.0,16.8389,0.9533
167.0,16.9144,0.9869
168.0,16.0859,0.9803
169.0,16.4226,1.0161
170.0,16.9545,1.031
171.0,16.8553,0.9831
172.0,16.8235,1.03
173.0,16.851,1.0333
174.0,16.6385,0.991
175.0,16.9971,1.0355
176.0,16.6236,0.9793
177.0,16.9823,0.9861
178.0,16.3073,0.9856
179.0,17.0521,1.0084
180.0,16.9246,1.0428
181.0,16.9947,1.0122
182.0,16.9278,0.9131
183.0,16.0326,0.9068
184.0,16.6769,0.9379
185.0,16.2649,0.947
186.0,16.9278,0.8913
187.0,16.2877,0.8937
188.0,16.3556,0.8698
189.0,16.7849,0.8548
190.0,16.5904,0.855
191.0,16.4326,0.8821
192.0,16.6749,0.9166
193.0,16.8232,0.9188
194.0,17.1844,0.9615
195.0,16.6384,1.0089
196.0,17.1651,0.977
197.0,16.6972,0.9209
198.0,16.7793,0.8991
199.0,16.4461,0.9717
200.0,16.3606,1.0384
201.0,17.0973,0.9942
202.0,16.8715,1.0356
203.0,16.1792,1.0072
204.0,16.0745,1.005
205.0,16.884,0.9844
206.0,16.6004,0.9447
207.0,16.5348,1.0064
208.0,16.3623,1.0134
209.0,17.0916,0.9837
210.0,15.9499,0.9895
211.0,16.5149,1.004
212.0,16.4786,0.9719
213.0,16.4439,0.9968
214.0,16.9514,1.0178
215.0,16.69,1.0126
216.0,16.4355,1.0199
217.0,16.1818,1.1324
218.0,16.3507,1.0852
219.0,16.5832,1.0293
220.0,16.2307,1.0696
221.0,16.3151,1.063
222.0,16.2336,0.9884
223.0,16.3759,1.0055
224.0,16.7065,0.99
225.0,15.8403,1.0148
226.0,16.5775,1.015
227.0,16.1417,1.0257
228.0,16.0631,1.0805
229.0,16.5543,1.0612
230.0,15.9841,1.0465
231.0,16.2558,1.0162
232.0,16.6531,1.0575
233.0,16.1799,1.0864
234.0,16.2753,1.0437
235.0,16.3569,1.0538
236.0,16.9633,1.1051
237.0,17.2284,1.0462
238.0,16.6961,1.0443
239.0,16.47,1.0444
240.0,16.4619,1.0032
241.0,16.0255,1.0683
242.0,16.2605,1.055
243.0,16.2386,1.0316
244.0,16.3947,1.0799
245.0,15.4237,1.1096
246.0,16.0375,1.1182
247.0,15.9718,1.0182
248.0,16.4934,0.9796
249.0,16.7611,1.0303
250.0,16.1994,1.0289
251.0,16.807,1.045
252.0,16.0663,0.9996
253.0,16.7702,1.0102
254.0,16.9328,0.9428
255.0,16.8061,0.9635
256.0,15.8659,1.0154
257.0,16.7212,0.992
258.0,16.7312,0.9329
259.0,16.2333,0.9329
260.0,17.1809,0.9203
261.0,17.3253,0.9527
262.0,17.4213,0.8832
263.0,16.8548,0.8995
264.0,16.9308,0.9993
265.0,16.2672,0.9231
266.0,16.3114,0.9456
267.0,16.4504,0.904
268.0,16.0311,0.9129
269.0,15.9803,0.9378
270.0,16.4979,0.9481
271.0,16.1474,0.944
272.0,16.82,0.9543
273.0,16.6176,0.9587
274.0,16.7451,0.9024
275.0,16.7045,0.9006
276.0,16.5977,0.9206
277.0,16.4256,0.8937
278.0,16.3577,0.905
279.0,16.9694,0.9433
280.0,16.2147,0.9567
281.0,16.0911,1.0014
282.0,16.4269,0.9564
283.0,16.7277,0.94
284.0,16.4087,0.9404
285.0,16.5767,0.9666
286.0,16.3899,0.996
287.0,16.6986,1.0107
288.0,16.7487,0.9661
289.0,16.4517,0.9691
290.0,16.3595,1.0057
291.0,16.5725,0.968
292.0,16.1429,1.0167
293.0,16.7611,0.9821
294.0,16.4376,0.965
295.0,16.0593,0.9602
296.0,16.3349,0.9456
297.0,16.5489,0.9749
298.0,16.5326,0.9828
299.0,16.7839,0.939
300.0,16.8441,0.9315
301.0,16.4868,0.9239
302.0,16.2307,0.9187
303.0,16.4805,0.9766
304.0,16.4975,1.0105
305.0,16.1162,0.9701
306.0,15.986,0.9761
307.0,16.3131,1.0143
308.0,16.2475,0.972
309.0,16.2942,0.9907
310.0,16.3018,0.9813
311.0,15.8993,1.0102
312.0,15.1794,1.0029
313.0,15.9482,0.9927
314.0,15.7945,1.0189
315.0,15.8379,1.0668
316.0,15.9666,1.0588
317.0,15.9212,1.0921
318.0,16.07,1.047
319.0,15.5205,1.0528
320.0,15.9146,0.9965
321.0,15.6434,0.966
322.0,15.7886,0.9999
323.0,15.5947,0.9558
324.0,15.6874,0.9567
325.0,16.186,1.0113
326.0,15.7067,1.0229
327.0,16.0459,1.045
328.0,15.9398,1.0552
329.0,15.7784,1.0574
330.0,15.757,1.0321
331.0,15.6713,1.056
332.0,15.3197,1.0372
333.0,15.5879,1.0617
334.0,16.1303,1.0796
335.0,15.6847,1.0012
336.0,15.748,1.0165
337.0,16.0954,1.0029
338.0,15.9802,1.0527
339.0,15.6996,1.0732
340.0,15.726,1.0892
341.0,15.4694,1.0735
342.0,15.815,1.0919
343.0,15.6209,1.104
344.0,15.6592,1.0597
345.0,15.3573,1.0404
346.0,15.4587,1.0779
347.0,15.5755,1.0378
348.0,15.8921,1.0534
349.0,15.8202,1.0626
350.0,16.3889,1.0601
351.0,16.599,1.049
352.0,16.3412,1.0745
353.0,16.3256,1.0748
354.0,15.7601,1.0709
355.0,16.0033,1.0819
356.0,15.7422,1.0362
357.0,15.3251,1.0008
358.0,16.1118,1.0262
359.0,16.115,1.0472
360.0,16.3168,1.037
361.0,15.9891,1.0335
362.0,15.7283,1.0435
363.0,15.8616,0.9992
364.0,15.9474,1.0201
365.0,16.162,1.0179
366.0,15.8592,1.0064
367.0,15.601,1.0283
368.0,16.333,1.0001
369.0,16.4461,1.0288
370.0,16.3677,1.0598
371.0,16.4636,1.0222
372.0,16.6694,1.0873
373.0,16.6782,1.032
374.0,16.21,1.0909
375.0,16.6867,1.0739
376.0,16.5584,1.0516
377.0,16.827,1.033
378.0,16.5489,1.0923
379.0,16.4476,1.0812
380.0,16.1444,1.0983
381.0,16.6207,1.1275
382.0,16.4196,1.0394
383.0,16.3532,1.0562
384.0,16.4805,1.061
385.0,16.4772,1.0174
386.0,16.7916,0.9756
387.0,16.4591,0.9992
388.0,16.3338,1.0398
389.0,16.8435,1.0789
390.0,16.5183,1.0207
391.0,16.5236,1.0491
392.0,16.3438,0.9934
393.0,17.0179,1.0191
394.0,15.953,1.0496
395.0,16.6565,0.9931
396.0,16.4012,1.0737
397.0,16.1782,1.0817
398.0,16.516,1.1555
399.0,16.0773,1.1145
400.0,16.1275,1.0864
401.0,16.3602,1.1165
402.0,16.7411,1.0714
403.0,16.7502,1.1341
404.0,16.0665,1.1749
405.0,16.4911,1.2187
406.0,16.8304,1.1224
407.0,16.8241,1.0952
408.0,16.9283,1.1165
409.0,16.6222,1.1059
410.0,16.2003,1.0959
411.0,16.3906,1.1163
412.0,16.2787,1.106
413.0,15.8345,1.1028
414.0,16.6423,1.089
415.0,15.9268,1.0313
416.0,16.2751,1.0237
417.0,15.9688,0.9675
418.0,16.5426,1.0512
419.0,16.3321,1.029
420.0,16.5678,1.0449
421.0,16.9121,1.0072
422.0,16.8886,0.9885
423.0,16.0909,0.974
424.0,16.181,1.0304
425.0,15.9406,0.9813
426.0,16.0542,0.9762
427.0,15.9837,1.0406
428.0,16.0684,1.0065
429.0,15.9671,1.0442
430.0,16.5664,1.0034
431.0,16.0517,1.0224
432.0,15.796,1.0246
433.0,15.8354,1.0521
434.0,15.4024,0.9856
435.0,16.0968,0.9696
436.0,16.2079,1.0056
437.0,16.2179,0.9745
438.0,16.5363,1.0029
439.0,16.2567,0.9924
440.0,16.278,0.9525
441.0,16.7691,0.9749
442.0,16.4941,0.9362
443.0,16.4841,0.9795
444.0,16.4994,0.9372
445.0,16.7383,0.9699
446.0,16.2983,0.9662
447.0,15.9221,0.9798
448.0,15.9694,0.9876
449.0,16.07,1.012
450.0,16.0475,1.0905
451.0,16.4364,1.1749
452.0,16.5214,1.0659
453.0,16.7125,1.0598
454.0,16.3434,1.027
455.0,16.4782,1.1079
456.0,16.5076,1.088
457.0,16.7959,1.0928
458.0,16.2059,1.0973
459.0,16.3775,1.0709
460.0,17.0629,1.059
461.0,16.6922,0.9998
462.0,16.7419,1.0524
463.0,17.1157,1.0544
464.0,16.8283,1.0773
465.0,17.0363,1.0849
466.0,17.0681,1.0953
467.0,16.6645,1.1157
468.0,16.6169,1.0587
469.0,16.8078,1.0569
470.0,17.2981,1.0617
471.0,16.8481,1.1034
472.0,17.0864,1.0556
473.0,17.0069,1.0337
474.0,16.3342,1.1133
475.0,17.0514,1.128
476.0,16.875,1.1875
477.0,16.3637,1.0994
478.0,16.4172,1.1043
479.0,16.8086,1.1245
480.0,16.3866,1.0743
481.0,17.055,1.0631
482.0,16.663,1.0523
483.0,16.6916,1.1089
484.0,16.5343,1.056
485.0,16.4364,1.0322
486.0,16.8614,0.9968
487.0,16.6843,1.0505
488.0,16.6633,1.0293
489.0,16.0919,1.0419
490.0,16.6671,1.0393
491.0,16.4983,1.0654
492.0,16.8495,1.102
493.0,17.2491,1.0748
494.0,16.6001,1.0676
495.0,16.7334,1.0969
496.0,16.9759,1.1305
497.0,16.6648,1.0983
498.0,16.4565,1.0916
499.0,16.4584,1.0644
500.0,16.5524,1.0125
501.0,16.6394,1.0465
502.0,16.7263,1.046
503.0,16.0833,1.0709
504.0,16.5793,1.0596
505.0,16.2028,1.102
506.0,15.9801,1.104
507.0,16.4425,1.0763
508.0,16.7175,1.038
509.0,16.1969,1.1304
510.0,16.2179,1.1118
511.0,16.6702,1.1251
512.0,16.2689,1.1238
513.0,16.385,1.1429
514.0,16.357,1.1187
515.0,16.717,1.1406
516.0,16.5338,1.0741
517.0,15.9971,1.0676
518.0,16.4435,1.1037
519.0,16.7028,1.0783
520.0,16.3735,1.0576
521.0,16.3176,1.0965
522.0,16.3299,1.0559
523.0,15.8094,1.0753
524.0,15.8936,1.0626
525.0,16.5413,1.0542
526.0,15.6735,1.038
527.0,16.0683,1.0122
528.0,16.1045,1.0386
529.0,16.0312,1.023
530.0,16.2253,1.0608
531.0,15.9092,1.1251
532.0,16.4361,1.134
533.0,16.1387,1.1117
534.0,16.0983,1.1022
535.0,16.1983,1.0779
536.0,15.8848,1.0556
537.0,16.5151,1.0957
538.0,16.3602,1.0684
539.0,16.3748,1.0325
540.0,16.5939,1.0352
541.0,16.3178,1.032
542.0,16.2396,1.0835
543.0,16.4174,1.0559
544.0,15.8889,1.0308
545.0,16.3824,1.0386
546.0,16.3135,1.0393
547.0,16.7082,1.0735
548.0,16.6847,1.1364
549.0,16.7863,1.1118
550.0,16.9661,1.1074
551.0,16.9673,1.0837
552.0,16.7463,1.0901
553.0,16.7263,1.1047
554.0,16.544,1.1094
555.0,16.4568,1.0562
556.0,16.3224,1.0699
557.0,16.5831,1.0759
558.0,16.4073,1.0861
559.0,16.4378,1.1324
560.0,16.2911,1.1338
561.0,16.5086,1.1362
562.0,16.6196,1.1281
563.0,16.1476,1.1798
564.0,16.2221,1.1729
565.0,16.2456,1.1259
566.0,16.8024,1.1038
567.0,16.4215,1.1128
568.0,16.8398,1.055
569.0,16.0148,1.0739
570.0,16.5727,1.0419
571.0,16.5204,1.0237
572.0,16.4301,1.012
573.0,16.3372,1.03
574.0,16.6956,0.9969
575.0,16.0392,1.052
576.0,16.5384,1.0767
577.0,16.3297,1.0225
578.0,16.8401,1.043
579.0,17.0215,1.0682
580.0,16.7225,1.0926
581.0,16.8411,1.0237
582.0,16.899,1.0529
583.0,16.9408,1.0629
584.0,17.0988,1.0857
585.0,16.8442,1.1287
586.0,16.8008,1.1637
587.0,16.7721,1.132
588.0,16.6686,1.1535
589.0,16.8392,1.144
590.0,16.642,1.1644
591.0,17.097,1.1679
592.0,16.8118,1.1784
593.0,16.4751,1.2097
594.0,16.8449,1.1748
595.0,16.3197,1.1645
596.0,16.5922,1.2097
597.0,16.5091,1.159
598.0,16.4762,1.1586
599.0,16.185,1.1414
600.0,16.8075,1.1556
601.0,17.2537,1.1336
602.0,16.7146,1.1503
603.0,16.3755,1.1628
604.0,16.3131,1.1506
605.0,16.8738,1.1634
606.0,16.4057,1.1259
607.0,16.8128,1.1348
608.0,16.1908,1.1189
609.0,16.5459,1.0796
610.0,16.2097,1.1334
611.0,16.1408,1.1288
612.0,16.241,1.0975
613.0,15.791,1.1215
614.0,16.1409,1.1487
615.0,15.725,1.1899
616.0,15.9774,1.1407
617.0,16.6357,1.1414
618.0,16.2148,1.1659
619.0,15.3391,1.2113
620.0,16.6966,1.1794
621.0,16.2044,1.1394
622.0,16.8351,1.1261
623.0,16.1888,1.1209
624.0,15.8039,1.1498
625.0,16.2618,1.1781
626.0,16.1981,1.2158
627.0,16.3215,1.1858
628.0,16.2482,1.1864
629.0,16.3423,1.2165
630.0,16.3308,1.2184
631.0,16.3507,1.2029
632.0,16.2644,1.1642
633.0,15.9033,1.2052
634.0,16.2664,1.235
635.0,16.2769,1.2446
636.0,16.7565,1.2558
637.0,16.2763,1.1881
638.0,15.608,1.1349
639.0,16.2903,1.1704
640.0,15.9459,1.145
641.0,16.1406,1.0968
642.0,16.285,1.1026
643.0,16.395,1.1527
644.0,16.6581,1.1487
645.0,16.3516,1.1089
646.0,16.3288,1.1318
647.0,16.4908,1.1472
648.0,16.3919,1.1731
649.0,16.3389,1.1923
650.0,15.6847,1.2276
651.0,15.6567,1.2137
652.0,16.5123,1.1719
653.0,16.0673,1.1596
654.0,16.3232,1.2317
655.0,16.344,1.2248
656.0,15.8345,1.2198
657.0,15.8894,1.1727
658.0,16.3877,1.1588
659.0,16.1831,1.2434
660.0,16.2333,1.259
661.0,16.4798,1.2285
662.0,16.2724,1.2808
663.0,16.2199,1.2474
664.0,16.3323,1.244
665.0,16.3534,1.2148
666.0,16.3281,1.2144
667.0,16.8609,1.1609
668.0,16.2553,1.222
669.0,16.3551,1.2001
670.0,16.2653,1.2083
671.0,16.8335,1.0973
672.0,16.5464,1.1171
673.0,16.7513,1.1015
674.0,16.7045,1.1027
675.0,16.8445,1.1228
676.0,16.6318,1.087
677.0,16.5573,1.1734
678.0,16.0427,1.0832
679.0,16.341,1.1308
680.0,16.7897,1.1057
681.0,16.2586,1.141
682.0,16.6798,1.1744
683.0,16.8122,1.202
684.0,16.862,1.1575
685.0,16.4127,1.1426
686.0,16.7689,1.1208
687.0,16.6126,1.138
688.0,16.3684,1.1928
689.0,16.7446,1.2445
690.0,16.4082,1.2209
691.0,16.4449,1.2443
692.0,17.0099,1.1761
693.0,16.6332,1.123
694.0,17.166,1.1371
695.0,16.8795,1.1543
696.0,16.1269,1.1425
697.0,16.7177,1.1442
698.0,16.8539,1.2053
699.0,16.7036,1.2138
700.0,16.5862,1.1316
701.0,16.6059,1.1482
702.0,16.7385,1.1848
703.0,16.6882,1.1325
704.0,16.3894,1.1732
705.0,16.4086,1.1748
706.0,16.2425,1.205
707.0,16.5247,1.1142
708.0,16.2995,1.13
709.0,16.515,1.1721
710.0,16.2489,1.1994
711.0,16.1557,1.1666
712.0,15.9989,1.1461
713.0,16.483,1.1627
714.0,16.4726,1.159
715.0,16.6034,1.1999
716.0,16.6485,1.1066
717.0,16.7085,1.1302
718.0,16.4927,1.1545
719.0,16.5469,1.148
720.0,16.1948,1.1423
721.0,16.4852,1.1547
722.0,16.2052,1.147
723.0,16.627,1.0999
724.0,16.6558,1.1524
725.0,15.9377,1.0916
726.0,16.6977,1.0785
727.0,16.4741,1.0599
728.0,16.8252,1.1407
729.0,16.8075,1.1245
730.0,16.6435,1.1493
731.0,16.7862,1.1241
732.0,16.3947,1.1132
733.0,16.6702,1.1917
734.0,16.5182,1.1725
735.0,16.4015,1.138
736.0,16.5425,1.149
737.0,16.2424,1.1941
738.0,16.4153,1.1351
739.0,16.1557,1.1294
740.0,16.4247,1.1618
741.0,16.1462,1.1662
742.0,16.7307,1.1437
743.0,16.762,1.1531
744.0,16.4179,1.1077
745.0,16.805,1.1148
746.0,15.8567,1.0732
747.0,15.8006,1.1395
748.0,16.1582,1.138
749.0,15.9841,1.101
750.0,16.3063,1.1018
751.0,15.5766,1.1133
752.0,16.0351,1.0807
753.0,16.1373,1.112
754.0,16.0638,1.1459
755.0,15.4967,1.129
756.0,16.0197,1.1881
757.0,15.4079,1.1844
758.0,15.9108,1.11
759.0,15.8378,1.1146
760.0,15.4779,1.167
761.0,16.0832,1.1732
762.0,16.104,1.2413
763.0,15.715,1.2582
764.0,15.6431,1.248
765.0,15.8908,1.1927
766.0,16.0525,1.1867
767.0,15.6661,1.2263
768.0,15.7697,1.2145
769.0,15.5819,1.1397
770.0,15.9271,1.1349
771.0,15.7368,1.1476
772.0,16.0331,1.2082
773.0,15.9679,1.1325
774.0,16.0044,1.1048
775.0,16.4915,1.0997
776.0,16.1692,1.1385
777.0,16.2829,1.1152
778.0,16.1279,1.0726
779.0,15.8609,1.1427
780.0,16.4644,1.0418
781.0,16.6238,1.1309
782.0,16.4834,1.1536
783.0,16.3178,1.1185
784.0,16.4554,1.1724
785.0,16.3548,1.1361
786.0,16.0912,1.1997
787.0,16.3502,1.2054
788.0,16.4149,1.212
789.0,15.7811,1.1721
790.0,16.3051,1.1655
791.0,16.6096,1.1682
792.0,16.8053,1.1789
793.0,16.5473,1.1838
794.0,16.7667,1.2064
795.0,16.6123,1.2252
796.0,16.3952,1.2393
797.0,16.4775,1.2162
798.0,16.4268,1.2649
799.0,16.4115,1.1937
800.0,16.9996,1.2116
801.0,17.1236,1.1606
802.0,16.7377,1.1676
803.0,16.9893,1.0897
804.0,17.0499,1.169
805.0,16.5409,1.1717
806.0,16.5076,1.1419
807.0,16.6422,1.1271
808.0,16.326,1.1985
809.0,15.8368,1.1538
810.0,16.4012,1.17
811.0,16.5399,1.2117
812.0,16.5673,1.1067
813.0,16.4506,1.0943
814.0,16.7329,1.0473
815.0,15.9887,1.0688
816.0,16.144,1.0422
817.0,16.2942,1.0701
818.0,15.7386,1.0786
819.0,16.5267,1.128
820.0,16.4069,1.1389
821.0,16.1685,1.1547
822.0,15.8253,1.047
823.0,16.4425,1.0793
824.0,15.5126,1.1763
825.0,16.0422,1.1079
826.0,16.0795,1.1538
827.0,15.8831,1.1344
828.0,16.1178,1.0975
829.0,16.2994,1.1107
830.0,16.6556,1.1027
831.0,16.2688,1.1165
832.0,15.5375,1.141
833.0,15.7095,1.1206
834.0,16.3308,1.0916
835.0,16.4952,1.1578
836.0,16.25,1.1656
837.0,16.3873,1.2055
838.0,15.781,1.1733
839.0,16.319,1.2176
840.0,16.0478,1.1968
841.0,15.923,1.1972
842.0,15.7431,1.2334
843.0,16.6703,1.2149
844.0,16.4393,1.2213
845.0,16.2599,1.2828
846.0,16.453,1.252
847.0,16.2463,1.2492
848.0,16.3139,1.2228
849.0,16.3543,1.1715
850.0,16.0188,1.1289
851.0,16.3597,1.1555
852.0,16.2297,1.1179
853.0,17.0398,1.1277
854.0,15.8141,1.1866
855.0,16.8047,1.1016
856.0,16.1342,1.1479
857.0,16.1915,1.1246
858.0,15.732,1.0655
859.0,15.8848,1.1056
860.0,16.2504,1.0596
861.0,16.6387,1.0753
862.0,16.2545,1.0616
863.0,16.2736,1.1081
864.0,16.7333,1.1303
865.0,16.5355,1.1032
866.0,16.3633,1.1494
867.0,16.2753,1.0616
868.0,16.2119,1.0755
869.0,16.3426,1.0514
870.0,16.6101,1.1166
871.0,16.93,1.1175
872.0,17.0766,1.1333
873.0,16.9294,1.078
874.0,15.9586,1.0386
875.0,16.3172,1.0895
876.0,16.0036,1.1063
877.0,16.2927,1.0572
878.0,16.0602,1.1145
879.0,16.8106,1.115
880.0,16.7615,1.1242
881.0,16.7724,1.1027
882.0,16.3344,1.13
883.0,17.0332,1.0582
884.0,16.8394,0.9901
885.0,16.3165,1.0502
886.0,16.7222,1.0859
887.0,16.3071,1.0718
888.0,16.0441,1.1043
889.0,16.1282,1.0356
890.0,16.2422,1.0399
891.0,16.416,1.0554
892.0,16.1117,1.0627
893.0,16.9035,1.0545
894.0,16.3112,1.0976
895.0,16.3503,0.997
896.0,16.3719,1.0325
897.0,16.9869,1.0216
898.0,16.0774,1.0382
899.0,16.5478,1.0673
900.0,16.3208,1.0344
901.0,16.4713,1.1426
902.0,17.0653,1.1526
903.0,16.4849,1.1409
904.0,16.8955,1.1646
905.0,16.6444,1.1733
906.0,16.3442,1.1795
907.0,16.8947,1.1439
908.0,17.1228,1.1718
909.0,16.787,1.1212
910.0,16.8411,1.1524
911.0,17.2763,1.1176
912.0,16.5944,1.1321
913.0,16.8862,1.1462
914.0,16.6445,1.0828
915.0,17.0035,1.0467
916.0,16.5972,1.1246
917.0,16.5797,1.127
918.0,16.9998,1.0748
919.0,16.3312,1.0495
920.0,16.8464,1.0238
921.0,16.5151,1.0893
922.0,16.8064,1.06
923.0,16.3516,1.0516
924.0,16.4335,1.0568
925.0,16.8454,1.063
926.0,16.5928,1.124
927.0,16.5703,1.1312
928.0,16.4006,1.1073
929.0,16.6715,1.1319
930.0,16.7451,1.103
931.0,16.7218,1.1145
932.0,17.5105,1.1232
933.0,16.7095,1.1581
934.0,16.7447,1.0879
935.0,17.1795,1.0908
936.0,17.0524,1.1136
937.0,16.9221,1.1711
938.0,16.8862,1.1649
939.0,17.1454,1.1298
940.0,16.6954,1.1443
941.0,17.0184,1.1412
942.0,17.2193,1.128
943.0,17.1344,1.1203
944.0,17.465,1.1151
945.0,17.3513,1.1365
946.0,16.8306,1.1181
947.0,17.3681,1.1141
948.0,17.1865,1.1192
949.0,16.9203,1.1415
950.0,17.067,1.1431
951.0,17.7377,1.121
952.0,16.7595,1.1288
953.0,17.0849,1.1116
954.0,16.8753,1.1054
955.0,16.9352,1.0932
956.0,16.4842,1.082
957.0,17.0242,1.0652
958.0,16.9853,1.0708
959.0,16.1897,1.0662
960.0,16.5041,1.046
961.0,16.6608,1.1007
962.0,16.6822,1.1293
963.0,17.0801,1.0651
964.0,17.4358,1.0642
965.0,16.4874,1.0986
966.0,16.6497,1.1005
967.0,16.3793,1.0992
968.0,16.7998,1.1153
969.0,16.9604,1.151
970.0,16.865,1.1373
971.0,16.4744,1.1442
972.0,16.9159,1.2042
973.0,17.2751,1.1638
974.0,16.6398,1.0993
975.0,16.9806,1.1469
976.0,16.5816,1.2092
977.0,16.9938,1.2069
978.0,16.7971,1.1926
979.0,16.5565,1.169
980.0,16.4105,1.2044
981.0,17.0302,1.2007
982.0,16.7811,1.1221
983.0,16.5362,1.1963
984.0,17.16,1.135
985.0,16.645,1.0878
986.0,16.7816,1.1198
987.0,16.5884,1.185
988.0,16.9898,1.1455
989.0,16.8709,1.1314
990.0,17.1492,1.1115
991.0,16.4489,1.1183
992.0,16.5048,1.0924
993.0,17.0212,1.0616
994.0,16.3031,1.0934
995.0,16.4551,1.0857
996.0,16.7041,1.1333
997.0,16.6846,1.0706
998.0,16.7985,1.0856
999.0,16.5982,1.1262
1000.0,16.3257,1.0933
1001.0,16.7103,1.1198
1002.0,16.9031,1.1577
1003.0,16.7313,1.0481
1004.0,16.235,1.1233
1005.0,16.6859,1.086
1006.0,16.7821,1.121
1007.0,17.1248,1.0851
1008.0,16.8118,1.0919
1009.0,16.7364,1.0855
1010.0,16.3692,1.0489
1011.0,16.4913,1.0495
1012.0,16.5073,1.0582
1013.0,16.7406,1.1272
1014.0,16.4174,1.1494
